id|name|descr|price|lang
76|Zupa-crema|Mushrooms with milk and cream.|300 / 38,00|en
76|Суп-пюре с шампиньонов|Подается со сливками и гренками.|300 / 38,00|ru
77||||ua
77||||en
77||||ru
77||||it
78|М`ЯСНІ СТРАВИ|грам/гривня||ua
78|SECONDI PIATTI. DI CARNE|g./uah||it
78|MAIN COURSE. MEAT DISH|g./uah||en
78|ОСНОВНЫЕ БЛЮДА. МЯСНИЕ БЛЮДА|гр. / грн.||ru
79|Ковбаски "по-домашньому"|Підсмажені у білому вині, із свинини та курячого м`яса.|350 / 69,00|ua
79|Salsiccia al Signor Pomodoro|Salsiccia di maiale cotta a fio chef.|350 / 69,00|it
79|Salsiccia al Signor Pomodoro|Pork sausage, oil and aromatic herbs.|350 / 69,00|en
79|Колбаски "по-домашнему"|Свиные колбаски, жарение в белом вине.|350 / 69,00|ru
80|Піцайола|Філе телятини, під соусом з білого вина та свіжих помідорів з каперсами.|250 / 77,00|ua
80|Pizzaioli|Filetto di vitello preparato con pomodori pelati olive, capperi e origano.|250 / 77,00|it
80|Pizzaioli|Veal fillet, tomato sauce, capers, olives and oregano.|250 / 77,00|en
80|Пицайола|Филе телятины, помидорный соус, каперсы, оливки и орегано.|250 / 77,00|ru
81|Філе Пепе Верде|Філе телятини, під соусом з білого вина, помідорів, зеленого горошкового не дуже гострого італійського перцю та вершків.|150/50 / 80,00|ua
81|Filetto al pepe verde|Filetto di vitello, preparato con una salsa a Base di senape, panna, pepe verde e.|150/50 / 80,00|it
81|Filetto al pepe verde|Veal fillet with white wine, cognac,  green peas pepper and cream.|150/50 / 80,00|en
81|Филе Пепе Верде|Филе телятины с белым вином, коньяком, и соусом из зеленого не острого горошкового перца и сливок.|150/50 / 80,00|ru
82|Філе Веллінгтон|Філе телятини, підсмажене з горілкою, під соусом з гірчиці, кетчупу та вершків.|150/50 / 80,00|ua
82|Filetto Wellington|Filetto di vitello preparato con ketchup e panna, spruzzato con la vodka.|150/50 / 80,00|it
82|Filetto Wellington|Veal fillet, mustard, ketchup, cream and vodka.|150/50 / 80,00|en
82|Филе Веллингтон|Филе телятины, жаренное с водкой под соусом с горчицы, кетчупа и сливок.|150/50 / 80,00|ru
83|Філе ай Порчіні|Філе телятини з білими грибами, вершками, білим вином та коньяком|150/50 / 97,00|ua
83|Filetto ai porcini|Filetto di vitello preparato con una salsa di fungili porcini, panna, vino Bianco e cognac.|150/50 / 97,00|it
83|Filetto ai porcini|Veal fillet, mushrooms, cream, white wine and cognac.|150/50 / 97,00|en
83|Филе ай Порчини|Филе телятины, белые грибы, сливки, белое вино и коньяк.|150/50 / 97,00|ru
84|Курка з горгонзолою|Філе курки з голубим благородним італійським сиром та вершками.|200/50 / 67,00|ua
84|Petto dipollo al gorgonzola|Petto di pollo preparato con una salsa a base di gorgonzola, panna e vino bianco.|200/50 / 67,00|it
84|Petto dipollo al gorgonzola|Chicken fillet, gorgonzola cheese and cream.|200/50 / 67,00|en
84|Курица с горгонзолой|Куриное филе, сыр горгонзола и сливки.|200/50 / 67,00|ru
85|Курка з шампіньйонами|Філе курки з шампіньйонами та вершками|200/50 / 63,00|ua
85|Filetto dipollo con champignons|filetto di pollo con una salsa di panna, cliampignons, , vino bianco e cognac|200/50 / 63,00|it
85|Filetto dipollo con champignons|Chicken fillet, champignons and cream.|200/50 / 63,00|en
85|Курица с шампиньонами|Куриное филе, шампиньоны и сливки.|200/50 / 63,00|ru
86|Печінка по Венеціанськи|Печінка індички з цибулею та червоним вином.|200 / 50,00|ua
86|Feghato alla Veneziano|Feghato di tachino con cipolo e vino rosso.|200 / 50,00|it
86|Feghato alla Veneziano|Turkey liver with onion and red wine.|200 / 50,00|en
86|Печенка по Венециански|Печенка индейки с луком и красным вином.|200 / 50,00|ru
87|Скалопіно ал мадера|Філе свинини з мадерою|150/50 / 67,00|ua
87|Scaloppina al Madera|Filetto di maiale preparato con una crema al Madera.|150/50 / 67,00|it
87|Scaloppina al Madera|Pork fillet with Madera wine.|150/50 / 67,00|en
87|Скалопино ал мадера|Свиное филе с вином Мадера.|150/50 / 67,00|ru
88|Скалопіно ал лимоне|Філе свинини з білим вином та лимонним соком.|150/50 / 67,00|ua
88|Scaloppina al limone|Filetto di maiale preparato con una crema a base di limone e vino bianco.|150/50 / 67,00|it
88|Scaloppina al limone|Pork fillet, white wine and lemon juice.|150/50 / 67,00|en
88|Скалопино ал лимоне|Свиное филе, белым вином и лимонным соком.|150/50 / 67,00|ru
89|Але ди Николо|Курячі крильця у фитюрі, подаються з соусом із сиру Горгонзола.|350/30 / 57,00|ua
89|Ale di Nikolo||350/30 / 57,00|it
89|Ale di Nikolo|Chicken wings in hot fan under sauce about Gorgonzola cheese.|350/30 / 57,00|en
89|Але ди Николо|Куринные крылышки во фритюре, с соусом из сыра Горгонзола.|350/30 / 57,00|ru
90|МЕНЮ ГРИЛЬ|грам/гривня||ua
90|MENU ALLA GRIGLIA|g./uah||it
90|GRILLED MENU|g./uah||en
90|ГРИЛЬ МЕНЮ|гр. / грн.||ru
91|Фіорентина-стейк|Стейк телитини на кісточці.|за 100 гр. / 45,00|ua
91|Fiorentina|Costata di vitello con osso.|per 100 gr. / 45,00|it
91|Fiorentina|Bone veal steak.|per 100 gr. / 45,00|en
91|Фиорентина-стейк|Стейк телятины на косточке.|за 100 гр. / 45,00|ru
92|Стейк  свинини на кісточці||за 100 гр. / 45,00|ua
92|Costata di maiale|con osso|per 100 gr. / 45,00|it
92|Costata di maiale|bone pork steak|per 100 gr. / 45,00|en
92|Стейк свиной на кости||за 100 гр. / 45,00|ru
93|Філе телятини||170 / 89,00|ua
93|Filetto di vitello||170 / 89,00|it
93|Filetto Di Vitello|Veal fillet.|170 / 89,00|en
93|Филе телятины на гриле||170 / 89,00|ru
94|Окіст Індички||200 / 87,00|ua
94|Аnca di tachino||200 / 87,00|it
94|Hip of Turkey||200 / 87,00|en
94|Бедро индейки||200 / 87,00|ru
95|Філе курки||200 / 57,00|ua
95|Petto di pollo||200 / 57,00|it
95|Petto Di Pollo|Chicken fillet.|200 / 57,00|en
95|Куриное филе на гриле||200 / 57,00|ru
96|Дорада||за 100 гр. / 40,00|ua
96|Orata||per 100 gr. / 40,00|it
96|Dorada||per 100 gr. / 40,00|en
96|Дорада||за 100 гр. / 40,00|ru
97|Тигрові креветки||190 / 110,00|ua
97|Gamberi grigliata||190 / 110,00|it
97|King shrimps||190 / 110,00|en
97|Тигровие креветки||190 / 110,00|ru
98|Стейк лосося||за 100 гр. / 60,00|ua
98|Tranci di salmone alla griglia||per 100 gr. / 60,00|it
98|Tranci di Salmone alla Griglia|Salmon steak.|per 100 gr. / 60,00|en
98|Стейк из лосося||за 100 гр. / 60,00|ru
99|Овочі гриль|Баклажани, цукіні, солодкий перець, помідор, шампіньйони під соусом з олії та часнику.|200 / 67,00|ua
99|Verdura grigliata|Peperoni, melanzane, zucchini, funghi champignons e pomodori.|200 / 67,00|it
99|Verdura grigliata|Aubergines, zucchini, tomatoes, mushrooms and sweet peppers.|200 / 67,00|en
99|Овощи гриль|Баклажаны, кабачки, помидоры, шампиньоны и сладкий перец.|200 / 67,00|ru
100|Печориці||200 / 43,00|ua
100|Funghi||200 / 43,00|it
100|Mushrooms||200 / 43,00|en
100|Шампиньоны||200 / 43,00|ru
101|РИБНІ СТРАВИ|грам/гривня||ua
101|DI PESCE|g./uah||it
101|FISH DISHES|g./uah||en
101|РЫБНЫЕ БЛЮДА|гр. / грн.||ru
102|Лосось Пепе Верде|Лосоcь з зеленим горошковим італійським пікантним перцем, червоним вином, свіжими помідорами та вершками.|150/50 / 99,00|ua
102|Salmone al Pepe verde|Salmone preparato con una gustosa crema a Base di pepe verde, concentrato dipomodoro, panna evino rosso.|150/50 / 99,00|it
102|Salmone al Pepe verde|Salmon, green peas pepper, red wine, reduced tomato sauce and cream.|150/50 / 99,00|en
102|Лосоь Пепе Верде|Лосось с зеленим горошковим итальянским перцем, красным вином, помидорами и сливками.|150/50 / 99,00|ru
103|Лосось Сальса Бьянко|Лосось під соусами Ворчестер та Табаско з вершками.|150/50 / 99,00|ua
103|Salmone in Salsa Bianca|Salmone preparato con una gustosa crema a base di 'Worchester, Tabasco e panna.|150/50 / 99,00|it
103|Salmone in Salsa Bianca|Salmon, cream with'Worchester and tabasco sauce.|150/50 / 99,00|en
103|Лосось Сальса Бьянко|Лосось, соус табаско и ворчестер, сливки.|150/50 / 99,00|ru
104|Лосось фрутте ді маре|Лосось у легкому кремі з морепродуктів, вершків та білого вина.|150/70 / 111,00|ua
104|Salmone ai frutti di mare|Salmone preparato con una delicata di salmone, cozze, polpa di granchio, gamberetti e panna.|150/70 / 111,00|it
104|Salmone ai frutti di mare|Salmon with mussels, shrimps and cream.|150/70 / 111,00|en
104|Лосось фротти ди маре|Лосось с мидиями, креветками в сливочном соусе.|150/70 / 111,00|ru
105|Судак Алегрія|Филе судака з солодким перцем, каперсами, білим вином та коньяком.|150/50 / 80,00|ua
105|Tranci di Merluzzo|Allegria Titetto di merluzzo preparato con una delicata crema di peperoni, capperi, vino bianco e cognac.|150/50 / 80,00|it
105|Tranci di Merluzzo|Cod fillet with sweet pepper, capers, white wine, cognac and onion.|150/50 / 80,00|en
105|Судак Алегрия|Филе судака со сладким перцем, каперсами, белое вино, коньяк и лук.|150/50 / 80,00|ru
106|Дорада „Калабрезе”|Дорада запечена, подається з маслинами, петрушкою, часником.|300 / 140,00|ua
106|Orata Calabrese|Orata grigliata con sucho di limone, vino bianco, olive.|300 / 140,00|it
106|Dorada Calabrese|Dorada fish baked with olives, garlic, parsley.|300 / 140,00|en
106|Дорада Калабрезе|Дорада запеченная, подается с оливками, чесноком, петрушкой.|300 / 140,00|ru
107|Кальмари у фритюрі|Кальмари смажені. Подаються зі скибочкою лимону.|160/40 / 72,00|ua
107|Calamari fritti|Calamari infarinati e fritti, serviti con spicchio di limone.|160/40 / 72,00|it
107|Calamari fritti|Fried squids with slices lemon.|160/40 / 72,00|en
107|Кальмары во фритюре|Жареные кальмары с ломтиками лимона.|160/40 / 72,00|ru
108|Окунь з шампіньйонами|Філе морського окуня, смажене з білим вином, спеціями та шампіньйонами.|200 / 81,00|ua
108|Filetti di Triglia|ai funghi champignons Titetto di triglia preparato con champignons, panna e vino bianco.|200 / 81,00|it
108|Filetti di Triglia|Red mullet fillet, white wine, mushrooms and cream.|200 / 81,00|en
108|Окунь с шампиньонами|Филе окуня, белое вино, грибы и сливки.|200 / 81,00|ru
109|Окунь з Ал` ла Ліворнезе|Філе морського окуня, смажене з білим вином, спеціями та з пюре зі свіжих помідорів.|200 / 81,00|ua
109|Filetti di Triglia alla Livornese|Filetto di triglia, preparato con pomodori pelati, olive, origano e vino bianco.|200 / 81,00|it
109|Filetti di Triglia alla Livornese|Red mullet with white wine, tomatoes, olives and oregano.|200 / 81,00|en
109|Окунь Алла Ливорнезе|Филе морского окуня, белое вино, специи, пюре со свежих помидор.|200 / 81,00|ru
110|Скумбрія Неаполітана|Скумбрія підсмажена з білим вином, помідорами та петрушкою.|360 / 81,00|ua
110|Sgombro|Fritato con prezemola, aglio, vino bianco e pomodori.|360 / 81,00|it
110|Sgombro|Parsley, garlic, white wine and tomatoes.|360 / 81,00|en
110|Скумбрия Неаполитана|Скумбрия с петрушкой, чесноком, белым вином и помидорами.|360 / 81,00|ru
111|ГАРНІРИ|грам/гривня||ua
111|CONTORNI|g./uah||it
111|GARNISHES|g./uah||en
111|ГАРНИРЫ|гр. / грн.||ru
112|Капоната|Соте за італійським рецептом, з баклажанів, каперсів, цукіні, цвітної капусти, солодкого перцю.|200 / 49,00|ua
112|Caponata alla Siciliana|Melanzane, capperi, zucchini, cavolfiore,peperoni e pomodori.|200 / 49,00|it
112|Caponata alla Siciliana|Aubergines, zucchini, tomatoes, capers, cauliflower and sweet peppers.|200 / 49,00|en
112|Капоната|Баклажаны, кабачки, помидоры, каперсы, цветную капусту и сладкий перец.|200 / 49,00|ru
113|Картопля фрі||150 / 26,00|ua
113|Patatine fritte||150 / 26,00|it
113|Patata Fritte|Chips.|150 / 26,00|en
113|Картофель фри||150 / 26,00|ru
114|Відварна картопля з укропом|У весняний період з молодої картоплі.|200 / 32,00|ua
114|Patate lesse||200 / 32,00|it
114|Patate Lesse|Boiled potatoes.|200 / 32,00|en
114|Вареный картофель с укропом|Весной готовится с молодой картошки.|200 / 32,00|ru
115|Картопля запечена алла Калабрезе|Картопля запечена у духовці з солодким перцем та часничком.|200 / 37,00|ua
115|Peperoni e patate alla calabrese||200 / 37,00|it
115|Patate e Peperoni alla Calabrese.|Baked potatoes with sweet pepper and garlic.|200 / 37,00|en
115|Картофель запеченный Алла Калабрезе|Картофель запеченный со сладким перцем и чесноком.|200 / 37,00|ru
116|Рис коричневий||150 / 35,00|ua
116|Riso marrone||150 / 35,00|it
116|Riso Marrone|Brown rice|150 / 35,00|en
116|Коричневый рис||150 / 35,00|ru
117|Цвітна капуста під соусом з вершків та білого вина||150 / 47,00|ua
117|Cavolfiore saltato in padella con una delicata salsa a base di panna,vino bianco e aglio.||150 / 47,00|it
117|Cauliflower with cream and white wine sauce.||150 / 47,00|en
117|Цветная капуста со сливками и соусом из белого вина.||150 / 47,00|ru
118|Брокколі під соусом з вершків та білого вина||150 / 46,00|ua
118|Brokkoli saltato in padella con una salsa a base di panna, vino bianco e aglio.||150 / 46,00|it
118|Broccoli with cream and white wine sauce.||150 / 46,00|en
118|Брокколи со сливками и соусом из белого вина.||150 / 46,00|ru
119|СОУСИ НА ВАШ СМАК|грам/гривня||ua
119|LE SALSE A VOSTRO PIACERE…|g./uah||it
119|SAUSE ON YOUR CHOICE|g./uah||en
119|СОУС НА ВАШ ВЫБОР|гр. / грн.||ru
120|Кетчуп||100 / 8,00|ua
120|Ketchup||100 / 8,00|it
120|Ketchup||100 / 8,00|en
120|Кетчуп||100 / 8,00|ru
121|Сметана||50 / 6,00|ua
121|Panna acida||50 / 6,00|it
121|Cream||50 / 6,00|en
121|Сметана||50 / 6,00|ru
122|Майонез||100 / 10,00|ua
122|Maionese||100 / 10,00|it
122|Mayonnaise||100 / 10,00|en
122|Майонез||100 / 10,00|ru
123|Аврора|Мікс з кетчупу, майонезу, спецій та коньяку.|100 / 14,00|ua
123|Aurora|Ketchup, maionese, limone, cognac e pepe nero.|100 / 14,00|it
123|Aurora|Mayonnaise, ketchup, cognac, lemon, white wine, vinegar.|100 / 14,00|en
123|Аврора|Майонез, кетчуп, коньяк, лимон, белое вино, уксус.|100 / 14,00|ru
124|Дель Горгонзола соус|Сир Горгонзола, спеції, коньяк, майонез.|100 / 15,00|ua
124|Dello Gorgonzola, cognac e pepe nero||100 / 15,00|it
124|Dello Gorgonzola cognac e black peper||100 / 15,00|en
124|Дель Горгонзола соус|Сыр Горгонзола, специи, коньяк, майонез.|100 / 15,00|ru
125|Дель Шеф|Вершки, гірчиця, спеції, коньяк.|100 / 14,00|ua
125|Dello Chef|Mostarda, cognac e pepe nero.|100 / 14,00|it
125|Dello Chef|Mayonnaise, cream, mustard and cognac.|100 / 14,00|en
125|Дель Шеф|Майонез, сметана, горчица и коньяк.|100 / 14,00|ru
126|ЛЕГКА ЗАКУСКА|грам/гривня||ua
126|SU RICHIESTA|g./uah||it
126|LIGHT SNACKS|g./uah||en
126|ЛЕГКИЕ ЗАКУСКИ|гр. / грн.||ru
127|Лимон||100 / 10,00|ua
127|Limone||100 / 10,00|it
127|Lemon||100 / 10,00|en
127|Лимон||100 / 10,00|ru
128|Вершкове масло||30 / 10,00|ua
128|Burro||30 / 10,00|it
128|Butter||30 / 10,00|en
128|Сливочное масло||30 / 10,00|ru
129|Хліб|На Ваш вибір – чорний чи білий.|170 / 2,00|ua
129|Pane|Nero o bianco.|170 / 2,00|it
129|Bread|Dark or light.|170 / 2,00|en
129|Хлеб|На Ваш выбор - белый или черный/|170 / 2,00|ru
130|Сир Пармезан||15 / 15,00|ua
130|Formaggio "Parmigiano"||15 / 15,00|it
130|Parmesan cheese||15 / 15,00|en
130|Сыр пармезан||15 / 15,00|ru
131|Маслини чи оливки||50 / 14,00|ua
131|Olive nere Olive Verdi||50 / 14,00|it
131|Black Olives Green olives||50 / 14,00|en
131|Маслины или зеленые оливки||50 / 14,00|ru
132|ДЕСЕРТИ|грам/гривня||ua
132|DOLCI|g./uah||it
132|DESERTS|g./uah||en
132|ДЕСЕРТЫ|гр. / грн.||ru
133|Тірамісу|Оригінальний італійський десерт з біскотами Савоярді, вимоченними в суміші Калуа з кавою та сиром Маскарпоне.|120 / 50,00|ua
133|Tirami su|Dolce italiano con biscotti "Savoiardi", Mascarpone, uova e zucchero.|120 / 50,00|it
133|Tirami su|Original Italian dessert with Savoiardi biscuits, Mascarpone cheese, coffee, amaretto liqueur, eggs and sugar.|120 / 50,00|en
133|Тирамису|Оригинальный итальянский десерт с печенья Савоярди, сыра Маскарпоне, кофе, ликера амаретто.|120 / 50,00|ru
134|Штрудель з яблуками||200/50 / 57,00|ua
134|Schtrudel di mela pancake with apple carmel surip and ice-cream||200/50 / 57,00|en
134|Штрудель с яблоками||200/50 / 57,00|ru
134|Schtrudel frittella di mela con mele al caramello surip e gelati||200/50 / 57,00|it
135|Штрудель з вишнею||200/50 / 57,00|ua
135|Schtrudel di amarena pancake with cherry carmel surip and ice-cream||200/50 / 57,00|en
135|Штрудель с вишней||200/50 / 57,00|ru
135|Schtrudel di ciliegia, amarena frittata con caramello surip e gelati||200/50 / 57,00|it
136|Яблуко запечене з помаранчевими цукатами та сиропом||250 / 27,00|ua
136|Mela frittate al forno con gema di arancia||250 / 27,00|it
136|Mela frittate apple baked with surip and orange jam||250 / 27,00|en
136|Яблоко запеченное с цукатами и сиропом||250 / 27,00|ru
137|Яблуко запечене з волоськими горіхами, курагою та медом||250 / 27,00|ua
137|Mela frittate al forno con noci e pesca seccha||250 / 27,00|it
137|Mela frittate apple baked with valnuts dried apricots and honey||250 / 27,00|en
137|Яблоко запеченное с курагой и медом||250 / 27,00|ru
138|Флорентійські Кантуччі|Мигдальне печиво, яке за традицією, італійці вимочують у напівсолодкому червоному вині, але на нашу думку, та думку таких самих великих гурманів як ми, це печиво дуже смакує також з чаєм, капучіно та нашею „Чоко-Татою”. Бо ми не тількі гурмани, а ще й виробники! Тому що це печиво виробляємо самі, ось оцими золотими ручечками!!!|100 / 33,00|ua
138|Cantucсi||100 / 33,00|it
138|Almond Cookies||100 / 33,00|en
138|Миндальное печенье||100 / 33,00|ru
139|Панна котта|Ніжний італійський десерт з вершків, під карамеллю.|130 / 32,00|ua
139|Panna cotta|Dolce a base di panna, latte, zucchero e caramello.|130 / 32,00|it
139|Panna cotta|Italian pudding made of cream, milk and served with caramel sauce.|130 / 32,00|en
139|Панна Котта|Итальянский десерт изготовлен из сливок, молока и подается с карамельным соусом.|130 / 32,00|ru
140|Крем карамель|Ніжний італійський десерт з яєчного білка, молока, під карамеллю.|130 / 32,00|ua
140|Cream- caramell|Dolce a Base di latte, uova e zucchero.|130 / 32,00|it
140|Cream- caramell|Pudding made of milk, eggs, sugar and served with caramel.|130 / 32,00|en
140|Крем-Карамель|Десерт из молока, яиц, сахара и подается с карамелью.|130 / 32,00|ru
141|Яблучний торт|Пісочне тісто з яблуками та родзинками, які вимочуються у ромі. Подається гарячим, під вершковим кремом, з морозивом.|200/100 / 54,00|ua
141|Torta alle mele|Pasta rolla, mele e uvetta macerata nel vino Bianco, servita con crema pasticcer.|200/100 / 54,00|it
141|Torta alle mele|Apple pie with short pastry, apples, raisins, white wine. Served hot with custard- cream and ice-cream.|200/100 / 54,00|en
141|Торты алле меле|Яблочный пирог с песочного теста, яблоки, изюм, белое вино. Подается горячим с заварным кремом, шоколадом и мороженым.|200/100 / 54,00|ru
142|Бабусин торт|Пісочне тісто з сирною пастою рікотта, з джемом. Подається  гарячим.|200 / 54,00|ua
142|Torta della nonna|Pasta frolla, ricotta e marmellata e succo darancia.|200 / 54,00|it
142|Torta della nonna|Ricotta cheese cake with fruit jam. Served hot.|200 / 54,00|en
142|Бабушкин торт|Творожный торт с апельсиновым джемом. Подается горячим.|200 / 54,00|ru
143|Лимонна Македонія|Нарізані фрукти, які подаються в соусі з лимонного соку та цукру|200 / 35,00|ua
143|Macedonia al limone|Cubetti di frutta affogati nel succo di limone e zucchero.|200 / 35,00|it
143|Macedonia al limone|Fruit salad served with lemon juice and sugar.|200 / 35,00|en
143|Македония лимонная|Фруктовый салат с лимонным соком и сахаром.|200 / 35,00|ru
144|Македонія з морозивом|Нарізані фрукти, які подаються  з морозивом.|200 / 35,00|ua
144|Macedonia al gelato|Cubetti di frutta serviti con gelato.|200 / 35,00|it
144|Macedonia al gelato|Fruit salad with ice-cream.|200 / 35,00|en
144|Македонии с мороженым.|Фруктовый салат с мороженым.|200 / 35,00|ru
145|Італійське Морозиво|грам/гривня||ua
145|Gelato|g./uah||it
145|Ice-cream|g./uah||en
145|Мороженое|гр. / грн.||ru
146|Фісташкове||100 / 28,00|ua
146|Pistacchio||100 / 28,00|it
146|Фисташковое||100 / 28,00|ru
146|Pistachio||100 / 28,00|en
147||||ua
147||||it
147||||ru
147||||en
148|Чорний шоколад||100 / 28,00|ua
148|Cioccolata||100 / 28,00|it
148|Шоколад||100 / 28,00|ru
148|Chocolate||100 / 28,00|en
149|Карамель-мерінге||100 / 28,00|ua
149|Caramel-meringe||100 / 28,00|it
149|Карамель безе||100 / 28,00|ru
149|Caramel meringue||100 / 28,00|en
150|Лісова ягода||100 / 28,00|ua
150|Frutti di bosco||100 / 28,00|it
150|Лесные ягоды||100 / 28,00|ru
150|Soft fruits||100 / 28,00|en
151||||ua
151||||it
151||||ru
151||||en
152|НАШІ ПІЦИ|грам/гривня||ua
152|LE NOSTRE PIZZE|g./uah||it
152|OUR  PIZZA|g./uah||en
152|ПИЦЦА|гр. / грн.||ru
153|МАРГАРИТА|Помідорний соус, сир моцарелла, орегано.|320 / 48,00|ua
153|MARGHERITA|Pomodori pelati, mozzarella e origano.|320 / 48,00|it
153|MARGHERITA|Tomato sauce, mozzarella cheese and oregano.|320 / 48,00|en
153|МАРГАРИТА|Помидорный соус, сыр моцарелла и орегано.|320 / 48,00|ru
154|НЕАПОЛІТАНСЬКА|Помідорний соус, сир моцарелла, анчоуси, орегано.|345 / 75,00|ua
154|NAPOLETANA|Pomodoro pelati, Mozzarella, acciughe e origano.|345 / 75,00|it
154|NAPOLETANA|Tomato sauce, mozzarella cheese, anchovies and oregano.|345 / 75,00|en
154|НЕАПОЛИТАНСКАЯ|Помидорный соус, сыр моцарелла, анчоусы и орегано.|345 / 75,00|ru
155|ПЕПЕРОНІ|Помідорний соус, сир моцарелла, солодкий перець, орегано.|320 / 54,00|ua
155|PEPERONI|Pomodoripelati, mozzarella, peperoni e origano.|320 / 54,00|it
155|PEPERONI|Tomato sauce, mozzarella cheese, sweet pepper and oregano.|320 / 54,00|en
155|ПЕПЕРОНИ|Помидорный соус, сыр моцарелла, сладкий перец и орегано.|320 / 54,00|ru
156|ВЮСТЕР|Помідорний соус, сир моцарелла, фермерські ковбаски, орегано.|365 / 59,00|ua
156|WURSTER|Pomodori pelati, mozzarella, wurstel e origano.|365 / 59,00|it
156|WURSTER|Tomato sauce, mozzarella cheese, frankfurter and oregano.|365 / 59,00|en
156|ВЮСТЕР|Помидорный соус, сыр моцарелла, фермерские колбаски и орегано.|365 / 59,00|ru
157|ДЬЯВОЛА РОССА|Помідорний соус, сир моцарелла, гострий перець, орегано.|370 / 48,00|ua
157|DIAVOLA ROSSA|Pomodori pelati, mozzarella, pepe rosso piccante.|370 / 48,00|it
157|DIAVOLA ROSSA|Tomato sauce, mozzarella cheese, chilly and oregano.|370 / 48,00|en
157|ДЬЯВОЛА РОССА|Помидорный соус, сыр моцарелла, чили и орегано.|370 / 48,00|ru
158|ПРОШУТО Е ФУНГІ|Помідорний соус, сир моцарелла, печериці, шинка, орегано.|385 / 67,00|ua
158|PROSCUTTO E FUNGHI|Pomodori pelati, mozzarella, funghi, prosciutto cotto e origano.|385 / 67,00|it
158|PROSCUTTO E FUNGHI|Tomato sauce, mozzarella cheese, mushrooms, ham and oregano.|385 / 67,00|en
158|ПРОШУТО Э ФУНГИ|Помидорный соус, сыр моцарелла, шампиньоны, ветчина и орегано.|385 / 67,00|ru
159|ПОРЧЕЛІНА|Помідорний соус, сир моцарелла, печериці, салямі, фермерські ковбаски, шинка, орегано.|460 / 89,00|ua
159|PORCELLINA|Pomodori pelati, mozzarella, funghi, salame, salsiccia, prosciutto cotto e origano.|460 / 89,00|it
159|PORCELLINA|Tomato sauce, mozzarella cheese, mushrooms, salami, sausages, ham and oregano.|460 / 89,00|en
159|ПОРЧЕЛИНА|Помидорный соус, сыр моцарелла, шампиньоны, салями, фермерские колбаски, ветчина и орегано.|460 / 89,00|ru
160|АНАНАС|Помідорный соус, сир моцарелла, ананаси, шинка, орегано.|385 / 67,00|ua
160|ANANAS|Pomodori pelati, mozzarella, ananas, prosciutto cotto e origano.|385 / 67,00|it
160|ANANAS|Tomato sauce, mozzarella cheese, pineapple, ham and oregano.|385 / 67,00|en
160|АНАНАС|Помидорный соус, сыр моцарелла, ананас, ветчина и орегано.|385 / 67,00|ru
161|ВЕГЕТАРІАНСЬКА|Помідорний соус, сир моцарелла, баклажани, цукіні, печериці, помідори, орегано.|500 / 95,00|ua
161|WEGETRIANA|Pomodori pelati, mozzarella, melanzane, zucchine, funghi, pomodorini.|500 / 95,00|it
161|WEGETRIANA|Tomato sauce, mozzarella cheese, aubergines, zucchini, mushrooms,tomatoes and oregano.|500 / 95,00|en
161|ВЕГЕТАРИАНСКАЯ|Помидорный соус, сыр моцарелла, баклажаны, кабачки, шампиньоны, помидоры и орегано.|500 / 95,00|ru
162|КАРБОНАРА|Вершковий соус, моцарелла, шинка, куряче яйце.|450 / 89,00|ua
162|ALLA CARBONARA|Panna, proscuito cotto, uovo di pollo.|450 / 89,00|it
162|CARBONARA|Cream sauce, ham, chicken egg.|450 / 89,00|en
162|КАРБОНАРА|Сливочный соус, ветчина, куриное яйцо и орегано.|450 / 89,00|ru
163|САНДРО|Помідори, моцарелла, бекон, помідори, перець солодкий, цибуля маринована, петрушка.|450 / 75,00|ua
163|SANDRO|Pomodori pelati, mozzarella, proscuito afumicatto, zipollo, pomodori.|450 / 75,00|it
163|SANDRO|Tomatoes, mozzarella cheese, becon, marinated onion, sweet peper, parsley.|450 / 75,00|en
163|САНДРО|Помидоры, сыр моцарелла, бекон, маринованный лук, сладкий перец, петрушка.|450 / 75,00|ru
164|ДЖЕНОВЕЗЕ|Помідорний соус, сир моцарелла, шпинат, яйця, шинка.|400 / 82,00|ua
164|GENOVESE|Pomodori pelati, mozzarella, uova, spinaci e origano.|400 / 82,00|it
164|GENOVESE|Tomato sauce, mozzarella cheese, spinach, eggs, ham and oregano.|400 / 82,00|en
164|ДЖЕНОВЕЗЕ|Помидорный соус, сыр моцарелла, шпинат, яйца, ветчина и орегано.|400 / 82,00|ru
165|СИЦИЛІЙСЬКА|Помідорний соус, сир моцарелла, анчоуси, маслини, каперси, орегано.|370 / 79,00|ua
165|SICILIANA|Pomodori pelati, mozzarella, acciughe, olive nere, capperi e origano.|370 / 79,00|it
165|SICILIANA|Tomato sauce, mozzarella cheese, anchovies, olives, capers and oregano.|370 / 79,00|en
165|СИЦИЛИЙСКАЯ|Помидорный соус, сыр моцарелла, анчоусы, оливки, каперсы и орегано.|370 / 79,00|ru
166|КАПРІЧОЗА|Помідорний соус, сир моцарелла, шинка, артишоки, салямі, печериці, орегано.|435 / 90,00|ua
166|CAPRICCIOSA|Pomodori pelati, mozzarella, prosciutto cotto, carciofi, salame e origano.|435 / 90,00|it
